0.0,0.0
0.005,-2.36595308676e-06
0.01,-4.72986742201e-06
0.015,-4.72578991899e-06
0.02,-4.72273202907e-06
0.025,-4.71865452606e-06
0.03,-4.71457702304e-06
0.035,-4.70947990693e-06
0.04,-4.7054028786e-06
0.045,-4.70030576249e-06
0.05,-4.69520912106e-06
0.055,-4.68909286654e-06
0.06,-4.68399575043e-06
0.065,-4.67787949591e-06
0.07,-4.67176371606e-06
0.075,-4.66564746154e-06
0.08,-4.65851159392e-06
0.085,-4.65137620099e-06
0.09,-4.64424080805e-06
0.095,-4.63710494043e-06
0.1,-4.6299695475e-06
0.105,-4.62181454147e-06
0.11,-4.61365953543e-06
0.115,-4.60448539099e-06
0.12,-4.59633038496e-06
0.125,-4.58715576584e-06
0.13,-4.57798162139e-06
0.135,-4.56880747695e-06
0.14,-4.55963285782e-06
0.145,-4.54943957496e-06
0.15,-4.53924581743e-06
0.155,-4.52905205989e-06
0.16,-4.51783916394e-06
0.165,-4.5076454064e-06
0.17,-4.49643203577e-06
0.175,-4.48521913981e-06
0.18,-4.47400624386e-06
0.185,-4.46177373482e-06
0.19,-4.44954122577e-06
0.195,-4.43730871673e-06
0.2,-4.42507668236e-06
0.205,-4.41284417331e-06
0.21,-4.39959205117e-06
0.215,-4.38634040371e-06
0.22,-4.37308875626e-06
0.225,-4.3598371088e-06
0.23,-4.34556584824e-06
0.235,-4.33129458769e-06
0.24,-4.31702332714e-06
0.245,-4.30275206658e-06
0.25,-4.28848128071e-06
0.255,-4.27319040706e-06
0.26,-4.25891962119e-06
0.265,-4.24362874754e-06
0.27,-4.22731921016e-06
0.275,-4.21202833651e-06
0.28,-4.19673793755e-06
0.285,-4.18042792548e-06
0.29,-4.1641183881e-06
0.295,-4.14780837604e-06
0.3,-4.13047922557e-06
0.305,-4.11416921351e-06
0.31,-4.09684006303e-06
0.315,-4.07951091256e-06
0.32,-4.0621812874e-06
0.325,-4.04485213693e-06
0.33,-4.02752298645e-06
0.335,-4.00917422288e-06
0.34,-3.99184507241e-06
0.345,-3.97349654618e-06
0.35,-3.95514778261e-06
0.355,-3.93577988063e-06
0.36,-3.91743111706e-06
0.365,-3.89908259083e-06
0.37,-3.87971468885e-06
0.375,-3.86034654953e-06
0.38,-3.84097864755e-06
0.385,-3.82161050822e-06
0.39,-3.80224260624e-06
0.395,-3.78287470426e-06
0.4,-3.76248718918e-06
0.405,-3.74209991145e-06
0.41,-3.72273200946e-06
0.415,-3.70234449439e-06
0.42,-3.68195721665e-06
0.425,-3.66156993891e-06
0.43,-3.64016304808e-06
0.435,-3.61977577035e-06
0.44,-3.59938849261e-06
0.445,-3.57798160178e-06
0.45,-3.55657494829e-06
0.455,-3.5351682948e-06
0.46,-3.51478077973e-06
0.465,-3.49337412624e-06
0.47,-3.47094809699e-06
0.475,-3.44954120616e-06
0.48,-3.42813455267e-06
0.485,-3.40570852343e-06
0.49,-3.3843016326e-06
0.495,-3.36187560335e-06
0.5,-3.34046894986e-06
0.505,-3.31804292062e-06
0.51,-3.29561665404e-06
0.515,-3.27319062479e-06
0.52,-3.25076459555e-06
0.525,-3.22833832896e-06
0.53,-3.20591229972e-06
0.535,-3.18348627048e-06
0.54,-3.16004086548e-06
0.545,-3.13761459889e-06
0.55,-3.11518856965e-06
0.555,-3.09174316465e-06
0.56,-3.06931713541e-06
0.565,-3.04587149307e-06
0.57,-3.02242608807e-06
0.575,-3.00000005883e-06
0.58,-2.97655465383e-06
0.585,-2.95310901149e-06
0.59,-2.9296636065e-06
0.595,-2.9062182015e-06
0.6,-2.8827727965e-06
0.605,-2.85932715416e-06
0.61,-2.83588174917e-06
0.615,-2.81243634417e-06
0.62,-2.78797156342e-06
0.625,-2.76452592108e-06
0.63,-2.74108051608e-06
0.635,-2.71661573533e-06
0.64,-2.69317033033e-06
0.645,-2.66870531224e-06
0.65,-2.64525990724e-06
0.655,-2.62079512649e-06
0.66,-2.59734972149e-06
0.665,-2.5728847034e-06
0.67,-2.54841992265e-06
0.675,-2.52497451765e-06
0.68,-2.5005097369e-06
0.685,-2.47604495615e-06
0.69,-2.45157993806e-06
0.695,-2.42711515731e-06
0.7,-2.40265037656e-06
0.705,-2.3781855958e-06
0.71,-2.35372057771e-06
0.715,-2.32925579696e-06
0.72,-2.30479101621e-06
0.725,-2.28032623546e-06
0.73,-2.25586145471e-06
0.735,-2.23037706086e-06
0.74,-2.20591228011e-06
0.745,-2.18144749936e-06
0.75,-2.15596334285e-06
0.755,-2.1314985621e-06
0.76,-2.10601416826e-06
0.765,-2.0815493875e-06
0.77,-2.056065231e-06
0.775,-2.03058107449e-06
0.78,-2.00509691799e-06
0.785,-1.98063201857e-06
0.79,-1.95514786206e-06
0.795,-1.92966358689e-06
0.8,-1.90417943038e-06
0.805,-1.87869515521e-06
0.81,-1.8532109987e-06
0.815,-1.82670746644e-06
0.82,-1.80122319127e-06
0.825,-1.77573903476e-06
0.83,-1.7492355025e-06
0.835,-1.72375122733e-06
0.84,-1.69724769507e-06
0.845,-1.67176353856e-06
0.85,-1.64525988763e-06
0.855,-1.61875635537e-06
0.86,-1.59225282312e-06
0.865,-1.56574929086e-06
0.87,-1.53924563993e-06
0.875,-1.51274210767e-06
0.88,-1.48623857541e-06
0.885,-1.45973492448e-06
0.89,-1.43221201647e-06
0.895,-1.40570848421e-06
0.9,-1.37818557619e-06
0.905,-1.35066254951e-06
0.91,-1.32415901725e-06
0.915,-1.29663610924e-06
0.92,-1.26911320123e-06
0.925,-1.24057079879e-06
0.93,-1.21304789078e-06
0.935,-1.18552498276e-06
0.94,-1.156982699e-06
0.945,-1.12945979098e-06
0.95,-1.10091738855e-06
0.955,-1.07237510478e-06
0.96,-1.04383282101e-06
0.965,-1.01529053725e-06
0.97,-9.86748194145e-07
0.975,-9.57186534625e-07
0.98,-9.28644250858e-07
0.985,-8.99082591338e-07
0.99,-8.69520872482e-07
0.995,-8.39959212961e-07
1.0,-8.10397553441e-07
1.005,-7.8083589392e-07
1.01,-7.50254858646e-07
1.015,-7.19673823372e-07
1.02,-6.90112104516e-07
1.025,-6.59531069242e-07
1.03,-6.28950033967e-07
1.035,-5.97349622939e-07
1.04,-5.66768587665e-07
